sample_ids,pheno1,pheno2,pheno3
302,11.662014712607023,,7.5259231198809315
231,,,10.276038832119536
148,,5.943953781177727,3.7397084789134736
106,,,6.038018007274072
283,,6.669196837629189,10.719808248620932
184,6.1885643330937,,10.60142474904146
122,,,8.539642644634947
170,8.713652978550627,,9.151434209253612
396,9.265504253009466,,3.622645984792095
275,,10.272930735453125,11.849534751246878
244,,9.569938502234956,9.385109421185174
116,,,9.787936102637207
364,,,9.12797710175604
121,,9.16370119558423,9.735280046458769
165,,5.909402303325412,11.0778865757224
32,,,7.510241642622974
201,,,9.198605414335171
326,,7.717118184118519,7.131875907675038
368,,,12.18351724254422
332,,4.937733573463027,10.00857162224348
361,,,10.15745849144127
202,,6.821002927494272,7.439956057757358
200,,9.908115886929894,6.249660009682834
257,3.951113771068628,,14.723291761309248
80,,7.15766017587885,4.790633783177464
9,6.730063786574793,15.724809623659874,4.826230174660349
187,,,8.013470798636655
89,15.055205081098151,,10.081268860804713
207,,,8.160331724955544
69,13.163728824123073,,9.1445567140189
188,7.890631122604115,,4.973826082309959
306,,9.263751678080286,7.445785773406309
360,,8.98466737035183,10.77350052459166
237,,,8.768689110613145
327,,7.609469453637665,10.043716866562091
261,,8.661729502149779,7.418325041731125
86,,,9.00143920746361
228,,,9.363983798395662
190,,7.862410999836117,12.18360285519141
74,,11.31387030679399,
8,14.508600690386787,,6.430732658876734
4,13.685388471965968,,7.179216168111923
262,,11.35933398091208,3.938075845681694
51,15.353530098507996,4.934943504720093,10.080571983971035
5,,,7.461782195579058
363,,,10.520386312184876
338,,12.321178984212969,8.861225856993268
355,18.140597200356964,5.603864325769366,7.442196427010298
269,,8.2980172668803,12.24288550044898
278,,13.57451651306273,5.48201108084102
179,8.848368643126086,8.335609987850013,7.56562082330597
6,,8.926084898129183,10.61722073142398
206,,,8.541445325777655
461,11.235758518305282,3.545185565336694,5.549966457881166
466,5.923565477698986,12.176869301814822,10.8227573170867
9490,,,5.7994402424450575
9496,,,9.126508444481534
9504,,,6.999763902351555
9499,,,4.021571744087071
9308,,,4.034026518244559
9305,,,9.826204842552514
9302,,11.22262701168622,9.954582673355077
9309,14.613540621277942,3.343861788460988,6.409525859055649
4980,,,6.503718629595058
5444,,8.08578790050735,7.5560473577149585
5394,,,6.410314412731356
5461,,5.4654195872518105,10.847104390962144
5494,8.810078354447636,10.304491645693249,8.885952790009382
5398,,12.9382452807698,5.395039413842908
5466,,,5.52565843704264
5450,,,7.852118333687088
4675,,,
4632,14.164507633624265,,8.391371713869564
5769,10.6435751235975,,4.222532003916432
4757,,6.510368693100922,8.25232619348478
4827,,6.1960206942905,12.314668271467175
4820,,7.928729608966735,8.422731744934048
5159,,7.255329820709696,10.167414919365836
5759,,,8.262922054798777
5739,,,6.957674485567213
5738,7.874630010891326,13.806421579611817,7.758583123898426
5770,,,4.573761424699909
5826,9.964865538616664,6.168858368025,7.889922845260275
5745,14.504682240330812,9.217897977554584,8.908947050398055
5744,14.537474372837377,,8.879858538250062
5774,,,7.871932094709503
5760,,,11.83986136537348
5746,,7.236111825001077,4.01429047708819
5762,5.340804837108001,,6.099226429775603
5711,17.265720098358656,,6.885864749943677
5802,,6.882469922538879,5.293669009434953
5740,,8.210916275529085,8.609686970520645
5716,,9.311606429731365,4.585194930838951
5722,,,11.621388765315242
5751,9.232376681073276,4.329159694237652,6.146586864248052
5721,,,7.542373009706151
5812,,6.036524316743423,5.494612650581716
5792,13.756906904335208,,7.348854679700118
5735,,10.669981580266017,6.123595846952543
5767,,7.205139558543648,7.316366423117035
5817,,,8.038869175411683
5807,10.954768055414291,8.863300500723337,4.587504962739046
5777,7.961104095076252,10.03584349230862,7.718763729400559
5736,,11.79452017247532,10.026795791356012
5763,,,3.204873587700182
5813,,12.777251411678185,10.901707377793072
5731,12.37075966999738,,8.590330034914416
5819,,7.969019067637597,7.625054308977697
5724,9.62895069666508,7.478924549467132,6.618992350639163
5789,,,12.620827087329616
5141,8.116520097135826,9.186456252202609,11.443270069949076
5175,,,9.620421702590622
5145,,,6.225480292463072
5469,,,1.952684805536483
5106,,5.5837287375826685,12.602306025238809
5299,,8.516805261357266,3.90721894081967
5335,,5.626215029544662,2.851736779969315
7121,,,13.638794019500722
7104,,10.95619983512724,11.360906806004206
7113,6.683600901707751,8.822484029367413,8.721916313784632
7116,,,
7149,,5.569777883366232,12.420070626246613
7228,,,9.549900912424452
7301,,,5.906532278139364
7029,10.725908725772952,,10.982727371621628
7030,,9.4215383895888,5.072604638941269
7017,,,8.380423322774138
7032,,6.4188832736161,10.148960442038248
7073,7.398099383735783,,2.9087594115482345
242,,,4.715135115491022
104,,,5.87474126855386
282,,,8.560502545460345
96,10.006103716986347,,10.370574973142077
23,11.5102214931399,,6.9435256233377896
8304,,,10.389013315088686
8348,,7.0672127579728965,13.003557975688684
1416,,9.163271440520576,7.276086864026531
6226,9.291210870334972,,3.120119306389683
6171,,,4.579539504193496
6170,6.2334482148671295,,5.350918248766535
6147,,,8.097826306471617
6146,,,4.993531483917499
6144,,,7.7446644057121565
6129,,,5.563184949241308
6127,,8.459654909358985,5.970647559663032
6121,,,7.255155133376509
6116,10.586763370122217,,9.900417329017674
6110,,,8.451980404015657
6103,,11.016327856354636,7.568910350635956
6093,8.952310326458468,5.478658000264284,9.282781396567232
6236,,7.466995595927042,9.45606289623601
6215,,,7.03775661922831
6207,,,11.133925992076986
6200,,7.793898247005325,10.330707385547754
6199,,6.741366520834809,6.0916306316815865
6197,,10.165732816545976,7.206571820854048
8274,,9.384027908158613,3.675957394574007
7194,,,4.449152827824427
7210,,10.864104774293716,7.30417375381684
7238,,9.599998535137813,5.85010476203698
7245,,13.671247764954604,15.159975566488416
7246,,,8.054477775007648
7256,,,10.137832402557192
7265,,9.228412194586932,4.393664591081294
366,,,9.735239118269972
5245,8.014484871520693,,7.441143967220356
5264,,,9.275091010823845
7195,10.167414860684604,,8.748410008653106
7262,7.998288509706519,,13.461646916152262
5719,,,9.529588808529194
5816,,,7.577138905238526
5821,6.371357433647574,,5.718142466595112
5710,,8.20992260356478,10.886300141362009
5715,10.824811949600182,3.2878066066852147,10.910847831314593
5733,,7.7525458368550995,3.1554056765577663
5820,,9.339855120214745,6.487383506887975
5737,12.262902289231498,6.601225544196954,6.075204758543405
5755,,6.8447528275135365,10.391952052344632
5781,,,5.711514610415394
5782,,4.19195330463426,2.716976473704653
5146,,,5.374048742798272
5133,,7.340250623825351,4.722464866577869
5709,,6.743231380978908,6.154683303481734
5712,6.670399460523626,,13.629206974555828
5795,,10.21822733196913,
5750,,,10.391794783033262
5708,,,10.807526341054142
5749,,,
5727,,,6.190302699471915
5780,,,7.225169095563364
5756,,,9.972110588565965
5723,,8.214824928838478,5.90674997919084
5730,,,10.667657444370803
5732,,4.879196952571128,11.677273337162314
5804,,,7.598955226682897
5752,,,10.997597241757152
5799,15.7448270527097,,2.2741661910646007
5713,,4.302934524600907,9.951179997401518
5728,,,10.238768672461871
5787,,,7.554599180548108
5788,,5.589110891501883,10.841042876316637
5793,12.04167702035928,,10.073877936701436
5803,,9.198912992971744,12.198454831507828
5758,,4.75358241505691,9.981620913115352
7317,,,9.489357180493164
7034,,,7.665817980067649
615,11.845098199679814,,11.814982113209082
627,14.761855037120776,10.197556238100423,9.800980385936048
607,,10.64777305890061,12.083983800694476
631,13.659462021624986,5.080954758308485,10.40415467002088
623,,7.799842359731094,13.83657106346908
719,,,7.841312683445965
640,,,8.819590277393203
827,,10.576294122620084,5.869382116840627
895,10.855389151860791,6.8036746598308735,5.532361793400249
946,,9.17326428634022,5.789204180252787
936,14.008252366640978,10.44921719611267,7.024261329495102
7787,,,11.855339430952595
7837,,,19.44735831877351
7847,,8.910510446734232,13.07800824529582
7867,,11.098442648142951,14.267768686499592
8122,,16.12018725629463,12.41677678779811
1743,,11.890875528816675,11.542847567092124
1799,,,10.469058611225314
2175,,,8.182483212809426
2160,,12.501015204572482,13.475413547108843
2148,,,15.979777971069662
2180,5.418823157335018,,10.84803498083287
2157,,15.706592562903063,13.645953677337856
1948,,,9.197905617083244
1941,,12.445427448066194,9.99577418249074
1949,,,7.244803991037463
1965,,5.913634068491493,11.658462226219031
1981,11.167926644006068,,4.219197731463959
1992,,,6.020023555273624
2011,,6.114628215070963,7.927353041436989
2019,,,8.542021018029136
2020,,8.249292932647265,7.920419158497365
2151,9.48990992755072,7.709272811823377,16.510487476669315
1862,,10.072383172235588,13.202876259225924
1864,,,9.254733702858964
1871,,10.534888489368006,11.471194102926006
1857,,,14.3268426882815
1865,,8.094702009811364,11.726407714813684
1873,6.711340766911914,,10.125041882656935
1850,,14.49096520787504,14.808356271420578
1858,,9.66902489582105,10.822738403277938
1874,,10.330293091477904,11.378479942304809
1868,,6.030687133321683,11.723628809283388
1926,5.233316625035841,,9.951694664646322
1966,,9.103421483816607,6.146356392097708
1918,,6.291645329007148,5.902315046531351
1959,8.008089490567516,,11.98152046101977
1936,,,4.764346763454435
1952,,8.960497765102968,11.95364723243259
1960,,9.127270981138883,10.685207759968776
1968,,,5.539499115386525
1938,,10.74721531946222,14.148380945471626
1963,8.211072610520816,,12.02751260396899
1720,,10.716228523664348,9.061983105044716
1736,4.756118248609528,,12.623946425586944
1744,,,12.615823609843169
1752,7.924324258706592,11.65499441506835,12.219779786111156
1729,6.7564943263540185,10.396638732615411,12.892806364503326
1745,,13.98039320051138,14.665629133516084
1753,,9.198689690485098,13.352569767396137
1722,,13.563966045170384,9.673574018151516
1730,,14.14961200309795,12.09923949256828
1738,,10.174130200665342,10.95961800098539
1724,4.34563090979077,,9.763195606890909
1740,,,11.848760252006636
1733,,14.018140795130329,15.471488172903072
1718,4.99353440666679,8.179997837123109,10.685030154468166
1726,6.716909084307601,,10.986651099532876
1750,,13.691974248577695,
1782,,11.663448296797773,15.204974908313968
1719,,12.590899322124624,13.768435048580711
1751,,12.677279490580943,13.02891365289397
2214,6.965490452991779,6.498109787219594,
2201,,15.376092165495823,9.762593738710407
2204,,9.316310465435643,10.598359118807252
2294,,14.087359001495782,8.503190019782554
2280,,11.75405387642464,16.09155871521208
2338,7.56826572187323,,7.440624691793107
2292,,8.034920820105755,6.960467067600204
2300,,,10.283643435268983
2316,,,5.667322442094305
2283,,2.537640193842675,8.788354662704817
7584,,,8.236570557162523
7580,,11.095221690373398,16.569481949860112
7578,,9.77363648622396,13.854527070557982
7570,,,13.992724637650396
8608,11.932128456152295,8.750869877650171,9.239498258355296
8727,,,13.227134987900786
8760,9.919540501808818,17.466135242479368,8.524470107633178
8768,,5.533332685902996,15.604980727307012
8616,,,12.61101019716649
8617,14.718777844660297,,12.389652920792688
8770,,6.352176589740085,13.670344864677006
8730,,11.481991244193452,13.570234680968042
8619,6.343714839333638,13.69335197328989,15.052194818160949
8629,,11.467773419234238,7.939437740161668
8612,,11.18420040342127,11.826961752990949
8724,11.584086118822068,10.233572059024114,13.39650617622387
8631,9.572852181667958,,11.806864400428031
8725,9.206758519036162,,16.5799026395118
8640,,,8.405446612819581
8759,11.829067529154411,,16.83109417465403
8774,,,9.536746866726736
8824,,,15.84650414011524
8557,,11.25265047381304,7.067432386044136
8791,,,9.478252922307476
8777,,,11.398812786716675
8811,,,6.672744095316153
8787,,8.561284046475748,11.010377014366776
8805,,,7.34648907573073
8534,,,14.682603911165652
8687,,,7.0824509741186965
9045,7.525263547147872,,8.318435463748308
8673,,,6.918679896083849
9041,,13.191229330565148,15.981335656245594
8701,,,9.327555469964985
9053,,,2.6824061606550123
8985,,8.518820945473962,6.379537901920719
8957,10.817849259202562,13.710178095783531,12.152147370326134
8966,,8.418204631864072,10.122675039235492
8695,8.086478324248016,15.69985361296933,11.087167679672806
8967,,,15.940626401182325
9004,,,15.133515422207545
8690,,,10.468032667990562
9012,,15.37769004698846,5.926098235223046
8969,9.575551574019888,8.94699329861427,12.251773000188544
8961,,15.66153186087739,7.932473254727576
8970,,9.96480728755362,11.97788634656841
8954,6.704276371293119,,14.24500791593822
8962,,,8.548255051181012
8965,,12.73398796664707,15.934267782982763
8973,,,7.3960329059123024
8975,,11.937589107650425,3.4800250470513583
9006,,13.572940044767922,16.119108324162976
8976,,,12.381157184234873
9007,8.074054266875912,,9.160557687429383
8977,,12.17216389493593,9.33114417880818
8992,8.82332726162004,,8.071639676206466
9008,,12.49885803633221,5.509544377069806
9001,,,16.08009803447237
8719,6.312080208430268,11.843367303919408,6.897639335424749
8996,,,6.784312863993204
9011,,10.552964873309705,5.74779255422535
1742,7.023605583487773,,12.687336094132585
1749,4.29134460343515,,14.30333258896842
999,,11.097412788469423,2.802474214093428
1404,,,3.477899526002762
417,10.810271943015886,,4.572487511159652
421,,,8.4759848552839
407,,13.286281702012657,2.900793093298529
402,5.584083389416098,5.661603512318781,8.06134189548763
404,,,7.976910262426414
429,12.526678784133608,,12.072900752482354
409,,5.755807382328489,8.562181197094294
413,,11.952873484013972,7.369753450948257
5883,,,9.824558778378178
5848,,6.108802553745455,6.933907952710968
6416,,8.23625246644641,10.263045727951834
5838,,5.808984828047543,6.38357823719508
6287,,7.827550858960704,8.547935965018752
6417,8.845249639191525,,7.158149447019598
5841,,,10.156150514104649
5894,,3.794083537526226,7.824254706469262
5904,,5.405241807539452,9.575122296077488
5913,7.856001749280452,,8.386410704257706
5939,,,10.433756834065314
5969,,,5.164427578920956
5895,,9.93809299312204,5.230820128417453
5905,,,7.795450444763457
5914,,,6.951000888989528
5923,,,9.50611609138599
5932,,8.079034102787038,9.662551462908525
5942,10.049021755556849,,10.014293263445824
5961,,6.49540292520288,8.491491388761244
5970,7.282277075307707,8.899634102802194,8.900670623791914
5884,,,7.287673666666317
5906,6.605984103827609,11.561581815766203,10.360512315479724
5924,,,7.050817892177411
5933,,,7.446333689983781
5943,7.673675748937637,,7.048903444516445
5953,,8.78853349087884,8.298208331958373
5963,,8.477961728080047,7.3004427707339055
5972,9.07682926854778,,3.3580174899235984
5888,,,8.58092869902078
5934,,,8.598930232554896
5898,,10.468325338756944,11.627976995059235
5908,,,9.737520981955084
5919,11.396107116914129,,7.16415484367548
5926,,8.462076279841282,10.847091511734533
5935,,,8.815223866010923
5945,,10.297296849729856,9.422822472461409
5955,8.68282848265762,4.661955373674384,5.462667926206644
5891,,,8.132240448354644
5900,,6.545950264821007,6.710328074950141
5927,8.2445485874028,5.6452006028326345,10.518687975698729
5946,,10.157368894707911,7.563677234562247
5966,,,6.393146060892166
5975,,6.132048667118037,6.686156312383238
5901,4.207026828125635,,8.293729427618203
5911,,,9.2938512418948
5875,,9.14707831325922,5.640520881309228
5948,,12.871360495898235,8.345699051748202
5902,,,4.494968551050565
5920,,6.257090717177737,4.3040244852695135
5938,9.68382069747756,,7.695887947798216
5959,8.55289408563377,,5.774521372005806
5968,8.987850670089134,,6.015245002145835
5988,,15.464331585462478,9.35157684360532
5999,,,4.8872156843783205
6455,,,8.579435980689482
5979,7.053133218393471,,9.129300732139692
6421,,,9.390110593825352
5991,,,6.486127588172872
5992,8.944147968512725,,8.903402344889813
6004,,8.579308331622332,12.279250986769537
6458,,,5.340610734322634
5982,,7.605382871375212,7.104957344679143
6425,,,9.312069328469626
6451,,,8.7760677932113
6309,,9.895451618207575,5.832255783887234
5994,,,8.060748021509287
6444,,6.775240072602067,6.266538336667998
5997,5.425127674832815,7.146306533030513,6.381853990492441
6007,,8.061625861223295,10.407555207578737
6453,,,6.979257547399257
5998,7.819574079405266,15.827333655095742,10.68965337124519
6427,6.629699213774073,,7.022088721469895
6435,,7.388936476730846,10.859786911140484
6446,,,4.686735884339815
6403,,,8.654348479255423
5922,,,7.8699663623787135
5915,,5.710902649865586,5.868235048134322
5910,,,9.166287926019764
6401,9.896071046501811,,6.909190582894379
6003,,6.364039976207673,8.439700208663693
5899,,13.809882291474326,12.43559557789604
5873,,,8.519481365437986
6418,,,5.988775709372695
5916,10.761628557885052,8.833706184002743,9.788428623523334
5878,,11.250548981411708,8.411045698251964
5983,,,8.418242857988117
5990,,4.689803321782827,7.958053365847256
5996,8.57071675480232,8.263971452475761,5.994876103870259
5940,,8.492145795724088,6.956739937563127
5846,,13.908000346084624,8.26499653263814
5871,,12.234390225524283,4.768150712745754
6436,,5.458616915368467,6.909336550585998
5872,3.862333516644761,,8.544882513944726
5956,,,9.570074555954612
6402,,13.924558588296572,4.797981011738076
4758,,,11.750477199272009
5285,,6.903662590475811,9.79996028938283
9153,10.10555917859368,,5.951773732443998
9137,,,7.457249337524711
9151,,,7.456835230097033
9143,,7.920549594986767,7.116747378958777
9201,8.350589749431407,,6.453817853284559
6143,4.457319784732468,4.97018791495439,11.807145162404098
5829,,,10.62831302796734
8218,,8.548511635028564,9.634058874206987
5835,,4.558084875490502,10.80074034042481
6412,7.074539245439063,12.05406887996526,7.334777325992885
6411,,,13.029863936115571
5870,12.239901443770355,14.614011598382367,8.297441894797526
6212,,,8.299896992234428
6120,8.057037180968539,6.476849103862454,4.359750304530307
8225,,,9.647205340037829
1409,12.259339278085225,7.669726517978922,7.491605474372375
6980,,,6.819459001434004
6983,,10.038950893609428,17.34223151919365
6985,,5.531569442534848,5.880471381349248
7519,,,6.673963897946614
7526,,15.254090665351931,12.77825951707139
7524,,,12.927377914405646
6964,10.069443025628814,,9.855109186879194
6965,6.8477984349291,5.573616715547109,5.323319462238627
6978,,,5.4639654740011485
6899,,6.385275364497553,5.734258450217556
6905,,,9.28880204698678
6906,,9.818703044158388,7.330351176968957
6916,6.266914770615643,6.70314739696831,8.024826221494022
8215,,10.285906392510489,7.496108900628816
6921,,,5.788678545549043
6962,,,7.368957830223429
6972,9.812758536783615,9.89384470387682,8.46448368584785
6977,,10.382024416695238,7.400991964663172
8329,,14.86975609069962,6.921150274144766
7379,,10.366530493465486,6.054275745951663
7080,,6.272473776343264,9.943109208829878
7098,9.191111766359878,,7.988344935340068
7340,,9.42449629329796,8.008411477840085
7397,,,11.516443961577682
281,,7.960657521172807,5.757081247126833
8254,,7.29057238947849,3.1369709051302106
8270,,11.794287428834805,7.875148127728283
8423,,13.232444008167612,9.465856625297956
8428,5.887538137309972,,14.222765727311394
7139,,9.848948150039364,7.348318041354654
7331,,7.924866948439428,9.090459072905505
7405,,10.673812868287277,5.899668730895666
66,,6.96835549594291,6.649960165709233
149,,,6.315493037183504
328,,,5.338123025548979
334,,,6.136300712617257
2274,,,5.357482335020974
5753,17.935375508773156,10.3643454436898,5.294039997249431
6709,13.64712918010656,12.831378899958548,6.858073363853967
7123,,,14.625273253032976
7128,,,3.606005466061348
7145,9.127437640732948,,4.364411787411532
7166,,9.003234961308767,11.050421550784788
7275,,8.177559399451447,7.455305324050253
7291,,,4.7648181599491854
7310,,,1.6502094970500747
7330,8.879002850302374,12.846059531972744,10.5448726161109
178,9.569169904735364,,10.825600786525795
378,,,11.663085239177022
6988,,16.769904451707383,6.923539572560676
8796,,,13.801157462514684
8265,,10.20447873632348,8.530738449000332
8271,10.155587314912236,,6.71786974170467
6190,11.511508422915798,11.282365738994208,9.460392415448093
8275,,,6.729492391085788
8296,6.223818498703943,4.885047367251165,8.567070016615858
8300,7.589104999097171,7.525487993544785,7.799269012947236
8310,,15.832226776569492,5.519128252171176
8314,,6.258131856299636,6.518079285088199
8323,,7.993802395927108,3.874197695647905
8325,,7.7647941581889715,6.669559431047847
8430,5.828806357675129,5.558247864642404,6.5403405412197975
8353,,,10.474646642405148
8374,,10.522732736899254,6.192263084599992
8378,,,7.017270840071552
8412,,,6.9343477456160425
8389,,,6.984837641690072
7507,,5.501421203672891,9.273514098893456
6005,,6.115448151704808,9.443816080816756
5729,,,10.258384412043725
5380,,6.697565183967905,5.17084371473208
5381,,4.930654940519422,2.76693406568392
5565,,,9.243347445745762
7011,,,1.4001400951069898
7224,,,10.66819458170434
7277,,,15.670494540263393
7490,,9.127224791525494,7.574087729151676
7492,,8.705316431496794,4.965698402863831
7300,,,10.760327732204816
7408,,,6.947375186027086
5887,,,9.226207551130369
5987,6.838340546463063,7.1894799126919775,4.289877547917174
173,,,13.399977253935257
357,,,8.011464767431722
258,,,3.188420809472172
374,,6.699061626004222,9.506414470090997
94,14.2553059994124,,10.580771550835522
1859,,9.145910105823194,7.526823086447258
5207,,,11.345383987719629
6448,,5.03549110902055,8.499418793674929
8313,,,6.587349420106668
8411,,6.901775153128828,8.379183475960165
8388,,10.718895805797423,4.705096868022695
8395,9.445993064387856,9.811132280000958,8.000513764295441
7035,,,7.106972086211456
6810,,7.773448215300482,12.534265126480058
7498,,,6.490241095808246
7506,,,11.897358062122862
7390,,,6.671583984911974
7284,10.049299085050782,,6.75715451197035
8245,12.734298322054688,,8.946797632711306
2150,,7.978930824208581,12.838648913890552
100000,,6.747096200887656,4.878937762291488
8266,,16.574673981391268,5.426452422912189
7438,,,4.875570927710186
6910,13.070993059658194,8.277142562544181,5.855712475473707
6914,,7.79937648276155,9.817971065274858
6928,,,10.61207622660703
6936,,,13.58551534941898
7522,,10.842357567641765,10.233788336157462
6937,,,11.784642669303263
6939,,12.89411693563675,14.140172899842838
6930,,,4.712939742098007
6942,,11.308216634164223,6.522768418098799
7518,,,8.882875056109635
6946,,,2.992415073742372
8213,,,8.02059560314785
7376,,,10.557106113796014
7386,,,10.892227340230308
7403,,,6.414637590247854
7457,10.088774354425942,,10.954598759256095
7463,,9.261621622534737,10.62656546161218
7015,,,7.551023172834598
7024,,,8.135059521120512
7079,11.16793541669174,,9.35733377123704
7152,,10.335568357223847,9.959233459808493
7297,,,10.922621057733544
7381,,,4.916932291559991
7176,,,4.803141784944197
7352,13.369786426529728,,6.301256633774068
2327,,10.610839164890011,8.272628686026762
7172,,,11.807923168986012
7168,,8.303174938180806,6.47691140355791
7423,,9.748651134309046,6.905502525431128
7425,,,7.722716454415658
7239,9.773014697693505,,
7281,11.289736853905495,,8.807829464983064
7292,5.082853974565223,,10.999312534812166
7299,,,
7303,,10.639059664151237,5.977375497829901
7309,,,8.8438731135272
7406,,9.187429836498996,12.811724321014246
2320,,3.794621876087623,8.632052783677604
7242,7.902767978662853,,4.927990308652937
7462,,6.736849025967807,9.967098187226911
5385,13.995112754614745,7.176213083553581,9.584414880297327
5292,13.095610281096848,6.609776324751175,4.494247598211928
5337,13.456325257320614,,9.828959985735343
5350,,,7.821994377575758
5377,,,9.860020430272549
5386,11.380792218405292,,5.486657281271507
5310,,6.770052494870192,6.7020599467570605
5282,,6.604311421684662,8.526386940644056
5339,,6.805292532196537,8.952342585481233
5322,,,9.065426705152111
5331,,9.238581733735764,4.061526308480031
5364,,,11.644910999461036
5373,8.88760959464131,10.704464766034317,6.797447501247573
4879,,,4.913654262005656
7069,,5.722053530074006,3.2067982157116384
7496,,,9.725931245885434
7502,,16.914148059107035,5.017387704469615
81,,,7.714236033971077
373,,7.491989752412959,8.489033791228236
383,9.361750639803528,7.282614504042266,10.589547978915924
1867,,,13.170145491885595
957,,1.865039660139412,5.153104377150857
