,sample_ids,pheno1
1829,9807,10.078974969875569
1832,9810,9.06465907901343
1837,9815,12.087743477503988
1842,9821,9.164383810634147
1843,9822,3.772065918550487
1851,9831,5.058069775446246
1852,9832,9.967302956430082
1856,9836,7.509383497105205
1857,9837,11.51067235336988
1869,9850,2.589706370095664
1873,9854,16.88088251161164
1887,9870,6.303252415138498
1892,9876,3.0317787253812183
1894,9878,7.341920666637337
1899,9883,5.4165194185304575
1900,9885,12.396677026104935
1903,9888,8.281394743233733
1905,9891,8.276033720436061
1906,9892,13.321511258004117
1907,9894,9.866074189779994
1909,9897,5.558471748531475
1915,9903,6.857443762087138
1917,9905,8.603706139141586
1919,9908,9.962760378644356
1920,9909,11.388333532836896
1923,9912,10.339339796054697
1930,9924,3.039973685596042
1945,9943,8.737320130938961
1946,9944,13.280614721733777
1947,9945,4.406425440233364
1952,9950,5.385803528634634
1959,9958,9.02706975359382
1961,9960,10.370290546675603
1971,9972,11.3229575525111
1973,9974,8.731802085790559
1977,9979,7.941970789065833
1986,9988,10.113370761659494
1987,9990,11.556985826897447
1988,9991,8.953171762248381
1995,10001,10.025721519958974
1996,10002,17.73020636970302
1999,10006,5.064760493271771
2007,10015,7.4317637930956275
2009,10018,8.832833068661683
2011,10022,9.75802757420225
2014,14312,8.142517234724826
2017,14315,10.2254318405556
2018,14318,8.81371289804526
