,pheno2
678,7.323445937447474
576,11.246069696840186
835,9.2630836619045
851,7.530973189522276
970,12.799867528068985
461,11.70127453412752
594,8.52031315492499
443,10.506070732186284
917,8.895815840487716
327,8.177559399451447
951,6.745727309225302
118,10.03584349230862
232,15.37769004698846
318,11.794287428834805
761,11.915824609442812
825,4.917140953175072
602,7.254571303649151
981,5.367165988295724
296,8.548511635028564
117,8.863300500723337
12,5.980588273332579
190,8.960497765102968
904,6.785490952744462
492,15.933789427215286
548,7.993862577367106
5,6.5779974648904656
658,7.077777741652147
870,7.424100063744531
495,14.52473203475389
631,7.482838570458525
912,14.027286195867914
590,10.239603385835233
238,13.572940044767922
849,10.48482543213817
706,9.416946743980628
734,8.379554538146692
967,13.581049472836416
444,6.044146875616015
670,5.588097022573319
262,8.462076279841282
980,11.288270871325777
71,9.569938502234956
76,6.821002927494272
715,11.200609333208988
164,5.080954758308485
7,5.837923700960977
874,9.294201531349165
863,9.846388528673575
19,7.414704371382248
811,18.26270791236862
745,9.150127685492658
399,10.630406917257094
475,14.945834528402957
264,4.661955373674384
844,12.37766053062296
75,4.937733573463027
899,16.703007955527184
476,10.36361252252156
81,8.98466737035183
571,10.059120718403028
403,7.517643602501694
252,3.794083537526226
961,17.66857786210042
580,9.25630011823217
136,5.478658000264284
924,11.51588694750614
176,12.445427448066194
888,7.1184685200782445
173,11.890875528816675
250,5.808984828047543
916,8.771788167185928
199,14.14961200309795
733,16.02615734319228
928,4.903665405677028
74,7.717118184118519
150,6.601225544196954
314,6.272473776343264
530,5.052688291292179
210,14.087359001495782
412,5.21067403140382
317,7.29057238947849
120,12.777251411678185
94,3.545185565336694
498,7.514794907933536
294,7.920549594986767
335,6.258131856299636
512,7.254303645863986
487,14.796449840552228
223,11.18420040342127
907,8.607786337697029
77,9.908115886929894
826,7.138292142227445
579,11.84035225158849
797,11.06844743466649
103,6.1960206942905
90,8.2980172668803
340,5.501421203672891
227,13.191229330565148
471,14.06795517315453
379,16.914148059107035
790,10.65303334569622
657,6.812524030204124
346,7.1894799126919775
930,14.82595814511427
933,6.959627787298388
717,13.160751273526271
67,8.201880216085435
660,7.893417081957578
822,5.542071735429859
301,7.669726517978922
3,8.329299465343345
375,6.805292532196537
130,9.4215383895888
648,7.34049186537389
277,7.146306533030513
142,10.864104774293716
705,14.517998773629326
0,11.117435967076393
583,10.732977962762089
396,6.465412484290303
621,12.528367510563658
243,11.097412788469423
441,11.328614157104226
934,11.596545445368694
10,9.738322151813648
397,7.069241295628031
731,9.58270267687154
241,11.843367303919408
251,7.827550858960704
539,14.27488034793162
972,8.411287560964462
200,10.174130200665342
61,11.454005962592058
53,6.731659819233467
871,10.520638895438294
326,9.003234961308767
378,5.722053530074006
132,7.0672127579728965
427,5.7401013188975
729,5.332770007551828
683,6.2043607341166975
618,4.391382917630248
850,9.59979692622618
643,14.342613121582488
867,6.9550804670015065
98,8.08578790050735
575,7.779976999454574
986,4.160358815937206
735,8.39409726188133
358,7.79937648276155
168,9.17326428634022
955,8.837639182780418
831,6.59018596808737
855,7.678696618342471
749,10.82640765387025
197,9.198689690485098
630,6.391209601310619
941,10.09040419230134
154,6.743231380978908
303,5.531569442534848
157,4.879196952571128
347,6.699061626004222
420,5.429430618346592
563,7.045387583892313
542,7.775561380488547
