,sample_ids,pheno3
0,9378,8.7261535908473
1,9367,7.996823710680352
2,9356,7.88970067625748
3,9355,5.946987767956953
4,9354,7.778363506905187
5,9351,7.466504499744654
6,9344,4.5008499607049846
7,9482,11.698297246624932
8,9472,9.635963054538898
9,9469,4.468380317738956
10,9419,9.063896841940622
11,9418,5.287029487738752
12,9349,7.321490717113907
13,9446,7.182859050940449
14,9443,6.796471267406709
15,996,7.29511503598639
16,1068,9.819669950960892
17,1026,10.846063524771395
18,1585,5.438134669239806
19,1435,16.10551238186755
20,1169,10.678114499181929
21,1075,5.884806002423584
22,1132,7.272052858614677
23,1064,5.37750736536644
24,1247,1.662031494694967
25,1391,7.572346561621822
26,1374,1.5832603837826973
27,1318,1.86788910997542
28,1163,7.716397150402216
29,1153,7.324417199894759
30,1073,13.35885401963396
31,1072,7.819187635140762
32,394,6.275212004649344
33,7,12.631457971273768
34,203,8.944665143521133
35,236,2.9551086279970287
36,367,5.531270768394673
37,123,6.130317141757876
38,395,2.9371157985441485
39,196,4.822071546846649
40,264,11.429753796080345
41,185,6.441235548876741
42,297,8.366046622373345
43,318,9.265854034159975
44,323,8.291789130169256
45,79,7.196200885301346
46,198,10.925619539096068
47,371,6.627834827230659
48,280,6.409174383832003
49,12,8.532935082939764
50,347,8.969678684201353
51,268,8.831515615885278
52,288,5.883232280896213
53,377,7.845002219821241
54,252,7.13290325532447
55,296,7.172493451729577
56,341,6.921597364354563
57,156,11.725409021086463
58,397,6.766468523017316
59,263,8.951431543044082
60,48,12.748936290476257
61,45,10.746478414425228
63,83,10.1426956072361
64,372,9.844319504955608
65,393,6.124416566701953
66,205,9.33691908683939
67,87,3.3678528798524865
68,62,4.035250262642597
69,309,8.978377133224829
70,222,3.987627112775689
71,160,8.82651236506456
72,229,6.895456433991636
73,369,12.086891422257956
74,227,7.247075743612035
75,230,7.694970894054306
76,217,8.791968739575555
77,194,8.984082766511465
78,391,8.085171241870187
79,340,8.387800197703678
80,167,11.159068747581188
81,266,8.194065947108351
82,208,12.241205259769902
83,335,7.439817537071088
84,213,6.898076243888552
85,388,6.26130264056934
86,331,10.781786015024515
87,216,8.02903546947397
88,277,10.946652869659394
89,85,11.261754104857216
90,310,9.950980722974952
91,389,4.051158802612353
92,387,6.671043280578362
93,191,8.502698572848495
94,224,8.92879858869852
95,82,7.134501013539899
96,225,4.273266356396467
97,295,9.105395228106634
98,169,8.973853939665478
99,375,6.853633795758299
100,292,6.214175948942145
101,215,6.41115923512311
102,337,7.251102383773594
103,320,9.129701525285956
104,171,8.963383743390239
105,346,9.402931284595322
106,151,10.568587505291012
107,137,7.205785291408103
108,291,7.259876525381544
109,385,7.900804053978767
110,84,5.738952847073404
111,349,11.125326679698256
112,219,9.51282668746546
113,322,4.773571274870001
114,204,10.124711487839114
115,273,6.93611080767344
116,212,6.769839254408811
117,146,6.675948190704762
118,348,9.41961269293656
119,157,8.046653755007362
120,214,3.0041092901634063
121,316,7.285671822972742
122,186,9.436142544029233
123,314,10.747822123469229
124,293,5.754849687931031
125,183,9.693356455223745
126,287,7.660906304199653
127,290,9.492618781997976
128,168,5.770986903409538
129,343,10.05278019676076
130,153,6.215339082317479
132,60,9.59478441039982
133,174,10.380678471987403
134,359,9.247155625316724
135,298,5.4012765951388335
136,162,6.3895190722445685
137,311,10.78144556243635
138,329,5.998149499028184
139,175,6.849791094667516
140,163,11.149019941620004
141,77,7.864432109906453
142,302,7.5259231198809315
143,231,10.276038832119536
144,148,3.7397084789134736
145,106,6.038018007274072
146,283,10.719808248620932
147,184,10.60142474904146
148,122,8.539642644634947
149,170,9.151434209253612
150,396,3.622645984792095
151,275,11.849534751246878
152,244,9.385109421185174
153,116,9.787936102637207
154,364,9.12797710175604
155,121,9.735280046458769
156,165,11.0778865757224
157,32,7.510241642622974
158,201,9.198605414335171
159,326,7.131875907675038
160,368,12.18351724254422
161,332,10.00857162224348
162,361,10.15745849144127
163,202,7.439956057757358
164,200,6.249660009682834
165,257,14.723291761309248
166,80,4.790633783177464
167,9,4.826230174660349
168,187,8.013470798636655
169,89,10.081268860804713
170,207,8.160331724955544
171,69,9.1445567140189
172,188,4.973826082309959
173,306,7.445785773406309
174,360,10.77350052459166
175,237,8.768689110613145
176,327,10.043716866562091
177,261,7.418325041731125
178,86,9.00143920746361
179,228,9.363983798395662
180,190,12.18360285519141
182,8,6.430732658876734
183,4,7.179216168111923
184,262,3.938075845681694
185,51,10.080571983971035
186,5,7.461782195579058
187,363,10.520386312184876
188,338,8.861225856993268
189,355,7.442196427010298
190,269,12.24288550044898
191,278,5.48201108084102
192,179,7.56562082330597
193,6,10.61722073142398
194,206,8.541445325777655
195,461,5.549966457881166
196,466,10.8227573170867
197,9490,5.7994402424450575
198,9496,9.126508444481534
199,9504,6.999763902351555
200,9499,4.021571744087071
201,9308,4.034026518244559
202,9305,9.826204842552514
203,9302,9.954582673355077
204,9309,6.409525859055649
205,4980,6.503718629595058
206,5444,7.5560473577149585
207,5394,6.410314412731356
208,5461,10.847104390962144
209,5494,8.885952790009382
210,5398,5.395039413842908
211,5466,5.52565843704264
212,5450,7.852118333687088
214,4632,8.391371713869564
215,5769,4.222532003916432
216,4757,8.25232619348478
217,4827,12.314668271467175
218,4820,8.422731744934048
219,5159,10.167414919365836
220,5759,8.262922054798777
221,5739,6.957674485567213
222,5738,7.758583123898426
223,5770,4.573761424699909
224,5826,7.889922845260275
225,5745,8.908947050398055
226,5744,8.879858538250062
227,5774,7.871932094709503
228,5760,11.83986136537348
229,5746,4.01429047708819
230,5762,6.099226429775603
231,5711,6.885864749943677
232,5802,5.293669009434953
233,5740,8.609686970520645
234,5716,4.585194930838951
235,5722,11.621388765315242
236,5751,6.146586864248052
237,5721,7.542373009706151
238,5812,5.494612650581716
239,5792,7.348854679700118
240,5735,6.123595846952543
241,5767,7.316366423117035
242,5817,8.038869175411683
243,5807,4.587504962739046
244,5777,7.718763729400559
245,5736,10.026795791356012
246,5763,3.204873587700182
247,5813,10.901707377793072
248,5731,8.590330034914416
249,5819,7.625054308977697
250,5724,6.618992350639163
251,5789,12.620827087329616
252,5141,11.443270069949076
253,5175,9.620421702590622
254,5145,6.225480292463072
255,5469,1.952684805536483
256,5106,12.602306025238809
257,5299,3.90721894081967
258,5335,2.851736779969315
259,7121,13.638794019500722
260,7104,11.360906806004206
261,7113,8.721916313784632
263,7149,12.420070626246613
264,7228,9.549900912424452
265,7301,5.906532278139364
266,7029,10.982727371621628
267,7030,5.072604638941269
268,7017,8.380423322774138
269,7032,10.148960442038248
270,7073,2.9087594115482345
271,242,4.715135115491022
272,104,5.87474126855386
273,282,8.560502545460345
274,96,10.370574973142077
275,23,6.9435256233377896
276,8304,10.389013315088686
277,8348,13.003557975688684
278,1416,7.276086864026531
279,6226,3.120119306389683
280,6171,4.579539504193496
281,6170,5.350918248766535
282,6147,8.097826306471617
283,6146,4.993531483917499
284,6144,7.7446644057121565
285,6129,5.563184949241308
286,6127,5.970647559663032
287,6121,7.255155133376509
288,6116,9.900417329017674
289,6110,8.451980404015657
290,6103,7.568910350635956
291,6093,9.282781396567232
292,6236,9.45606289623601
293,6215,7.03775661922831
294,6207,11.133925992076986
295,6200,10.330707385547754
296,6199,6.0916306316815865
297,6197,7.206571820854048
298,8274,3.675957394574007
299,7194,4.449152827824427
300,7210,7.30417375381684
301,7238,5.85010476203698
302,7245,15.159975566488416
303,7246,8.054477775007648
304,7256,10.137832402557192
305,7265,4.393664591081294
306,366,9.735239118269972
307,5245,7.441143967220356
308,5264,9.275091010823845
309,7195,8.748410008653106
310,7262,13.461646916152262
311,5719,9.529588808529194
312,5816,7.577138905238526
313,5821,5.718142466595112
314,5710,10.886300141362009
315,5715,10.910847831314593
316,5733,3.1554056765577663
317,5820,6.487383506887975
318,5737,6.075204758543405
319,5755,10.391952052344632
320,5781,5.711514610415394
321,5782,2.716976473704653
322,5146,5.374048742798272
323,5133,4.722464866577869
324,5709,6.154683303481734
325,5712,13.629206974555828
327,5750,10.391794783033262
328,5708,10.807526341054142
330,5727,6.190302699471915
331,5780,7.225169095563364
332,5756,9.972110588565965
333,5723,5.90674997919084
334,5730,10.667657444370803
335,5732,11.677273337162314
336,5804,7.598955226682897
337,5752,10.997597241757152
338,5799,2.2741661910646007
339,5713,9.951179997401518
340,5728,10.238768672461871
341,5787,7.554599180548108
342,5788,10.841042876316637
343,5793,10.073877936701436
344,5803,12.198454831507828
345,5758,9.981620913115352
346,7317,9.489357180493164
347,7034,7.665817980067649
348,615,11.814982113209082
349,627,9.800980385936048
350,607,12.083983800694476
351,631,10.40415467002088
352,623,13.83657106346908
353,719,7.841312683445965
354,640,8.819590277393203
355,827,5.869382116840627
356,895,5.532361793400249
357,946,5.789204180252787
358,936,7.024261329495102
359,7787,11.855339430952595
360,7837,19.44735831877351
361,7847,13.07800824529582
362,7867,14.267768686499592
363,8122,12.41677678779811
364,1743,11.542847567092124
365,1799,10.469058611225314
366,2175,8.182483212809426
367,2160,13.475413547108843
368,2148,15.979777971069662
369,2180,10.84803498083287
370,2157,13.645953677337856
371,1948,9.197905617083244
372,1941,9.99577418249074
373,1949,7.244803991037463
374,1965,11.658462226219031
375,1981,4.219197731463959
376,1992,6.020023555273624
377,2011,7.927353041436989
378,2019,8.542021018029136
379,2020,7.920419158497365
380,2151,16.510487476669315
381,1862,13.202876259225924
382,1864,9.254733702858964
383,1871,11.471194102926006
384,1857,14.3268426882815
385,1865,11.726407714813684
386,1873,10.125041882656935
387,1850,14.808356271420578
388,1858,10.822738403277938
389,1874,11.378479942304809
390,1868,11.723628809283388
391,1926,9.951694664646322
392,1966,6.146356392097708
393,1918,5.902315046531351
394,1959,11.98152046101977
395,1936,4.764346763454435
396,1952,11.95364723243259
397,1960,10.685207759968776
398,1968,5.539499115386525
399,1938,14.148380945471626
400,1963,12.02751260396899
401,1720,9.061983105044716
402,1736,12.623946425586944
403,1744,12.615823609843169
404,1752,12.219779786111156
405,1729,12.892806364503326
406,1745,14.665629133516084
407,1753,13.352569767396137
408,1722,9.673574018151516
409,1730,12.09923949256828
410,1738,10.95961800098539
411,1724,9.763195606890909
412,1740,11.848760252006636
413,1733,15.471488172903072
414,1718,10.685030154468166
415,1726,10.986651099532876
417,1782,15.204974908313968
418,1719,13.768435048580711
419,1751,13.02891365289397
421,2201,9.762593738710407
422,2204,10.598359118807252
423,2294,8.503190019782554
424,2280,16.09155871521208
425,2338,7.440624691793107
426,2292,6.960467067600204
427,2300,10.283643435268983
