,pheno3
39,4.822071546846649
1189,5.888790083209207
1370,8.297401318839846
121,9.436142544029233
388,4.764346763454435
1162,8.531748744637621
496,10.263045727951834
1312,9.610252782873312
1631,8.438351770729344
1428,6.07640292573339
1246,4.867825448777216
903,10.050295881940944
1017,11.50811407860954
543,7.695887947798216
1593,6.312906876063788
1451,4.530528313549517
849,11.51120327647159
426,13.227134987900786
643,5.357482335020974
1889,10.800530216153051
1118,7.728770920064089
1847,10.248790607484588
1864,8.053912131279617
711,4.875570927710186
28,7.716397150402216
1075,6.878278874454509
1257,13.201905643734548
129,6.215339082317479
105,10.568587505291012
1252,7.138493364870241
941,13.874930313123432
1110,7.54345091072713
710,5.426452422912189
1699,5.129211788143837
1745,9.973084604985202
1154,6.140699539540755
804,4.569842325786934
1381,14.840054440915653
1414,4.862663735474413
1266,3.3522960320125863
670,6.192263084599992
954,13.229258050170891
1352,14.111288110000828
186,7.442196427010298
1318,12.3662263078456
212,8.25232619348478
1495,6.72568373764855
1454,15.604608249645526
1487,6.757938673381079
169,9.1445567140189
348,5.869382116840627
1727,5.424118466497436
1229,6.641989860411108
437,11.806864400428031
875,1.152646178724131
1057,7.252988556831482
1597,5.321548070750458
1617,8.96068174872148
84,6.26130264056934
340,7.665817980067649
406,15.471488172903072
856,5.08430457856099
1825,8.263665242404862
1548,4.422175739229759
461,15.133515422207545
1818,11.583109099098236
98,6.853633795758299
1156,6.689476841688263
278,4.993531483917499
492,8.562181197094294
24,1.662031494694967
828,7.248490116016632
1342,6.617799801895312
1343,7.3238896560990465
467,14.24500791593822
1282,6.78967613338679
1023,4.468420978337157
661,6.729492391085788
658,8.530738449000332
270,6.9435256233377896
1711,9.751493325250417
179,6.430732658876734
1309,6.809495890869636
1649,5.27619374122868
285,7.568910350635956
548,8.579435980689482
1837,8.179272203880029
1648,7.494321157038101
912,7.885243188824216
924,8.122004302690659
349,5.532361793400249
15,7.29511503598639
385,6.146356392097708
1143,9.46314550915583
85,10.781786015024515
23,5.37750736536644
1522,9.145625227112692
445,11.398812786716675
1500,6.100874862380226
738,11.807923168986012
1839,8.324977882364115
422,16.569481949860112
1227,7.968213993212115
1872,8.898089569470658
35,2.9551086279970287
1740,5.705572811240295
1009,6.788644082475525
783,1.5262649322253117
524,11.627976995059235
721,8.882875056109635
880,5.175401398086282
802,4.616036060823249
1013,14.309046426551664
1898,7.065625424535029
799,9.43653638887744
1932,8.295852715887623
201,6.409525859055649
1223,9.217491591511758
1036,7.415031863869029
800,4.592238966768008
576,5.988775709372695
42,8.366046622373345
1728,4.1143887706559
762,6.797447501247573
552,8.903402344889813
1348,6.341898291941439
553,12.279250986769537
67,4.035250262642597
1403,6.859163575014038
1467,5.253427178449043
1459,5.707556127315765
475,9.33114417880818
1192,8.250723073302112
326,5.90674997919084
1127,2.0222459313560903
151,9.787936102637207
895,15.189861180178571
1698,5.159258440781005
367,11.658462226219031
1761,2.9992241559856567
1739,6.189946289217433
1918,10.076604566417927
684,4.965698402863831
930,7.14160608424832
1216,8.688175835867744
1060,5.439098781609561
1084,10.643129253053244
1747,6.251649784981784
190,10.61722073142398
877,5.063019485324403
593,7.456835230097033
484,2.802474214093428
1362,5.089136275098494
1372,10.153883741945908
1511,9.883416798972087
301,9.735239118269972
1426,8.647965014783306
1178,6.5687030604145775
835,6.752476375131129
1806,8.678931630377026
254,2.851736779969315
1377,10.229919845280117
1628,5.775673565399201
456,6.379537901920719
27,1.86788910997542
480,6.784312863993204
1061,7.700846267342721
709,4.878937762291488
483,14.30333258896842
952,15.346856604422818
1982,13.210392869046682
604,4.359750304530307
1444,6.5145284566974375
1233,7.379400901666093
1420,7.069552467104318
170,4.973826082309959
838,6.58652268540328
926,7.178951696813268
1453,13.061891963980278
187,12.24288550044898
1703,6.127158454634938
1214,8.65889512084992
1341,15.681281367159706
1244,11.902904008728823
1373,10.13230123250672
516,7.050817892177411
897,15.868393268529651
688,4.289877547917174
119,3.0041092901634063
1998,6.473317563506689
920,14.826756995761492
1820,12.030203365507276
1929,6.843575359439832
1380,10.208990458534874
966,4.785192611234369
662,8.567070016615858
570,5.868235048134322
1361,6.056214764716796
1609,8.9350078804479
358,10.469058611225314
102,9.129701525285956
819,6.999218893076475
507,7.795450444763457
681,10.66819458170434
1902,10.803725812231916
166,8.013470798636655
963,14.897915503681505
536,6.686156312383238
1685,8.999522284828945
1892,6.425488887358037
928,7.742039731943239
1851,6.918622512522127
944,14.591238382495188
1302,3.760171117295004
1328,7.034073478164821
942,15.704964448699652
1407,7.549336435772872
344,10.40415467002088
506,5.230820128417453
1901,7.569313817318164
1249,5.565677684978321
1398,7.411734253873837
803,7.364254792369914
1992,4.568294352078536
1025,6.482653907075008
447,11.010377014366776
1663,5.407664525352169
1572,3.945510134354756
521,3.3580174899235984
17,10.846063524771395
569,7.8699663623787135
125,7.660906304199653
1106,10.720719732216851
1345,12.270717515251572
141,10.276038832119536
796,8.967752841406263
1184,14.72329244709849
894,7.896201146229211
689,13.399977253935257
2,7.88970067625748
1473,3.323956115662646
289,11.133925992076986
590,9.79996028938283
1383,10.111151902720456
293,3.675957394574007
1059,4.160297379426153
578,8.411045698251964
870,7.541957260174575
390,10.685207759968776
1307,11.066585911736231
1777,9.621812884905356
859,5.573310845223437
581,5.994876103870259
1088,6.500578865767094
744,5.977375497829901
1483,6.663088514487516
1015,7.5123285889455325
566,10.859786911140484
1521,6.125391876875523
142,3.7397084789134736
440,16.83109417465403
308,5.718142466595112
1591,8.366360589804081
1713,1.0
619,8.024826221494022
1681,5.538648766217242
54,7.13290325532447
1710,6.835833433640958
959,13.444156456990282
9,4.468380317738956
1364,7.980549809191325
586,8.544882513944726
626,6.054275745951663
177,9.363983798395662
449,14.682603911165652
80,8.194065947108351
276,5.350918248766535
1303,8.744863235443336
726,6.414637590247854
1959,6.746808962254683
1222,4.876847821276008
990,14.949293412318966
1696,6.300101449685661
1012,9.9900520401915
256,11.360906806004206
36,5.531270768394673
1890,8.375767585963239
418,10.283643435268983
371,8.542021018029136
620,7.496108900628816
713,9.817971065274858
1253,15.093752421899232
1058,11.04335579018429
812,8.286860387589085
1807,9.284659900263817
369,6.020023555273624
1191,4.628068902881526
1560,9.018865103968963
116,6.675948190704762
1979,8.57240458218686
181,3.938075845681694
702,12.534265126480058
1508,6.143621607862927
1334,8.984310689160846
118,8.046653755007362
746,12.811724321014246
646,14.625273253032976
1237,9.588524824055792
383,11.723628809283388
1832,5.311692705427685
466,11.97788634656841
698,8.379183475960165
1821,8.240458970193027
337,12.198454831507828
1917,9.563959343570705
29,7.324417199894759
1886,6.32218035990474
1079,5.562637894639227
1433,13.10369753382573
1486,6.275456199345406
268,8.560502545460345
1877,6.788007968185035
866,5.982760581922331
997,9.926251080208232
1347,7.161990903147801
991,5.297992958879861
980,7.610842382033514
89,9.950980722974952
1114,5.901925292432668
600,7.334777325992885
1639,7.676367781332287
915,7.352473759870062
1250,8.050435749632658
462,10.468032667990562
306,9.529588808529194
1580,9.42825370887423
512,8.491491388761244
1129,7.391804599666831
1204,8.854909583309826
436,13.39650617622387
712,5.855712475473707
1870,6.218884419327686
1404,8.405132991744178
330,10.997597241757152
1835,5.969422716701144
34,8.944665143521133
487,8.4759848552839
419,5.667322442094305
769,10.589547978915924
1020,7.247031191209013
831,7.39818528901323
1662,6.0742354609643785
607,6.819459001434004
549,9.129300732139692
391,5.539499115386525
178,12.18360285519141
503,8.386410704257706
11,5.287029487738752
784,2.117126576756032
1652,4.978495872924093
1262,14.202157565735192
1792,9.850445048002776
1135,5.841867976251601
184,10.520386312184876
1972,7.939100474812138
610,6.673963897946614
1457,15.715638123173864
320,13.629206974555828
1855,9.639911658848638
1778,10.285092312678366
127,5.770986903409538
1524,7.584962471366717
1701,6.705843159078487
150,9.385109421185174
1896,8.056547328914327
182,10.080571983971035
1337,8.209493050745154
1411,6.969083228265453
808,8.107738559913692
993,9.025886540242944
481,5.74779255422535
1016,10.63257091398664
1148,7.202935903472954
1669,8.9915606710424
1048,10.452397870224695
443,7.067432386044136
1460,8.719110651617036
953,15.513610599794262
617,9.28880204698678
1878,8.09045987613684
1930,7.132845320457601
1812,8.225313868122848
323,6.190302699471915
847,7.340665456540961
632,3.1369709051302106
1255,8.12882834518211
1240,7.778807762291196
725,10.892227340230308
86,8.02903546947397
195,9.126508444481534
923,8.00715899488608
1874,11.31331906663886
1179,8.271252016492987
1491,6.035407983502725
1553,6.226752393274935
172,10.77350052459166
1469,8.250055190006215
655,11.663085239177022
1100,6.760906009999042
1588,5.574794245065614
1808,7.533064667944563
1684,9.67036271927706
1887,8.052261380993617
1279,7.369912278268769
611,12.77825951707139
1935,6.294297667891566
1749,5.586646662796974
932,6.82680565975006
1983,7.364024458172657
441,9.536746866726736
1606,7.925091490050697
403,10.95961800098539
444,9.478252922307476
1498,7.754242892510621
667,6.669559431047847
502,9.575122296077488
624,7.400991964663172
152,9.12797710175604
1131,6.109943405078373
429,12.61101019716649
302,7.441143967220356
425,9.239498258355296
44,8.291789130169256
1049,10.979779871610866
621,5.788678545549043
1220,5.725453448004291
757,8.526386940644056
1863,8.4361325515201
1228,9.084118853649752
1130,8.042017014801914
782,8.59575869137363
695,11.345383987719629
1412,7.057528847677494
700,8.000513764295441
716,10.233788336157462
1994,6.895203451542498
346,7.841312683445965
1661,3.994037035630342
1882,8.267184187185855
1394,14.040949185037256
1166,8.77935984362431
1888,8.581951543243289
960,10.702504333694389
761,11.644910999461036
1117,3.1308750366257705
1568,6.219005205530424
730,8.135059521120512
46,10.925619539096068
37,6.130317141757876
748,4.927990308652937
215,10.167414919365836
112,4.773571274870001
547,4.8872156843783205
469,15.934267782982763
1424,8.758665876665479
372,7.920419158497365
155,7.510241642622974
1425,8.234792468369378
342,9.800980385936048
1034,4.182160391720847
851,12.120856489447114
1555,11.275972591214458
893,7.082265431358325
1725,6.074319680764029
1387,14.978329466235092
336,10.073877936701436
751,4.494247598211928
1258,16.021679823234624
635,14.222765727311394
1840,9.800597382261744
964,14.367458987511212
836,8.006193075093163
227,6.885864749943677
279,7.7446644057121565
556,9.312069328469626
185,8.861225856993268
623,8.46448368584785
1768,9.816464098108238
891,6.941638279481648
565,7.022088721469895
771,5.153104377150857
83,6.898076243888552
1041,7.552629751468665
694,7.526823086447258
1921,7.851840558090852
640,6.315493037183504
705,6.671583984911974
612,12.927377914405646
947,14.79378698257597
1763,7.770077978324066
1260,11.496381205653208
723,8.02059560314785
1991,6.74701351337026
664,5.519128252171176
574,12.43559557789604
639,6.649960165709233
992,10.406011642484774
1164,8.716098631324323
1802,9.699523025647956
1067,11.996911827968784
1295,3.8560793059488
686,6.947375186027086
1010,8.609114740965003
1235,5.931718921997825
956,15.25841677686737
266,4.715135115491022
844,8.797558501704268
1769,7.893756985406373
608,17.34223151919365
1086,7.285527115953841
1805,7.898404963045877
1022,4.455433235506041
1924,9.49502173241392
351,7.024261329495102
188,5.48201108084102
1607,9.42522103935465
373,16.510487476669315
1052,8.361930093958446
1285,6.470279479222072
1111,10.237073841087629
1039,8.85949899683699
1746,8.036590614326736
1268,5.039299205641568
1599,9.32344986268092
1590,7.892407624432169
359,8.182483212809426
573,8.439700208663693
1766,10.485649683882832
1532,5.2204322878543685
911,7.300502876580994
642,6.136300712617257
120,7.285671822972742
1875,5.00063690692672
57,11.725409021086463
904,9.743500788513243
1251,10.852591823464053
1450,6.367980028779014
727,10.954598759256095
1670,7.60000824609662
1540,8.716698434542415
199,9.826204842552514
824,5.776069573182033
582,6.956739937563127
1942,12.345840533615789
1960,10.097410074554556
171,7.445785773406309
1099,5.614828911624638
747,8.632052783677604
1712,7.130462469260037
1947,5.813674004069973
827,7.41477314428728
250,6.225480292463072
625,6.921150274144766
1091,7.961957131553119
272,13.003557975688684
295,7.30417375381684
1371,13.522485842174063
606,7.491605474372375
1078,10.99549214836874
123,5.754849687931031
421,8.236570557162523
1828,6.02708298525234
1674,5.480569807281796
1356,15.320348826978044
1202,8.617947317992552
1417,9.021211890408496
1936,6.39480864500924
706,6.75715451197035
1653,5.079299981708249
1857,10.15022035568322
412,9.762593738710407
523,8.598930232554896
1492,5.464164712672032
214,8.422731744934048
882,6.199718181780506
1291,15.171750084980127
691,3.188420809472172
845,10.427993122078114
1517,6.636722788159149
174,10.043716866562091
218,7.758583123898426
813,11.13181071120676
559,8.060748021509287
424,13.992724637650396
1543,3.5629826638521944
1873,8.838253602143585
1651,6.503322231434488
1868,9.467897696373328
1582,4.426600202850436
145,10.60142474904146
1065,15.182721392212358
411,13.02891365289397
631,5.757081247126833
183,7.461782195579058
1721,4.176797555964523
1900,7.323381953067868
1434,5.6074807610842985
230,4.585194930838951
491,12.072900752482354
1931,6.414864413975018
1402,7.627539893129453
1386,9.515250558734024
1021,4.446784924858201
580,7.958053365847256
1480,8.775863019773341
206,8.885952790009382
94,7.134501013539899
794,8.406415360264258
137,6.849791094667516
1633,5.07930710923304
26,1.5832603837826973
814,12.94264522904556
203,7.5560473577149585
1566,12.049694100783023
321,10.391794783033262
546,9.35157684360532
1007,7.072876549685043
807,5.586687981485725
49,8.532935082939764
853,9.302249890099336
154,11.0778865757224
376,11.471194102926006
1278,8.027264253010012
1809,7.838234902600565
363,13.645953677337856
678,2.76693406568392
1026,10.35580241145006
618,7.330351176968957
1951,4.425287206955336
1814,4.836973973793385
313,6.075204758543405
60,12.748936290476257
651,4.7648181599491854
472,16.119108324162976
551,6.486127588172872
1515,8.485484094447617
579,8.418242857988117
434,7.939437740161668
476,8.071639676206466
1912,7.866469769228773
228,5.293669009434953
1085,8.214297213708345
163,14.723291761309248
1400,14.880008220842392
669,10.474646642405148
823,17.887021943940322
1506,6.150884060406525
1845,11.818434520240846
430,12.389652920792688
1574,7.887483253643307
1922,9.100399552179375
1238,9.469391619596289
1471,3.792628379976657
1655,5.312673905714823
680,1.4001400951069898
1658,3.2250397530404755
563,6.979257547399257
210,8.391371713869564
66,3.3678528798524865
208,5.52565843704264
221,8.908947050398055
1842,10.01700080858386
869,10.148625407304632
840,5.617768258119018
244,8.590330034914416
1963,8.02801694216919
1741,9.030495712015815
1076,9.0416997551748
759,9.065426705152111
816,12.462052822954316
329,7.598955226682897
918,15.163175845879884
1108,8.701987219731347
1907,9.69498078722312
540,8.345699051748202
740,6.905502525431128
1301,8.547871882208902
1081,6.7296305637366896
299,10.137832402557192
490,7.976910262426414
274,3.120119306389683
395,12.623946425586944
704,11.897358062122862
133,5.4012765951388335
216,8.262922054798777
934,8.31288671568587
641,5.338123025548979
1448,8.278355037334142
1754,5.687400706520006
305,13.461646916152262
720,6.522768418098799
826,5.156351989163971
1267,11.722228585397591
708,12.838648913890552
1850,5.950384169966403
387,11.98152046101977
392,14.148380945471626
1224,8.855576753388432
316,2.716976473704653
370,7.927353041436989
1829,12.44901245836948
520,7.3004427707339055
1707,7.123530869524001
1218,8.286754360542048
1158,9.30491099873533
51,8.831515615885278
1934,6.351749291709719
1897,5.53289837715839
233,7.542373009706151
965,5.401523422873204
554,5.340610734322634
1964,11.8196889133108
634,9.465856625297956
1199,6.652783893815316
985,7.865089668218111
822,10.73455704486096
527,10.847091511734533
1306,7.234045202304613
77,8.085171241870187
1645,6.440703320953436
427,8.524470107633178
273,7.276086864026531
378,11.726407714813684
1973,9.139804088225908
1115,6.168184137117487
124,9.693356455223745
571,9.166287926019764
1270,6.470503541919548
1715,5.975151733654694
1731,4.6237607454323655
1926,7.736476333548012
12,7.321490717113907
1776,10.061430990910726
1695,5.186594601098019
862,11.894519576425186
361,15.979777971069662
20,10.678114499181929
1561,7.689734504297215
1509,6.815794732021563
1071,9.575394519104847
1485,7.770343703116986
460,15.940626401182325
508,6.951000888989528
1004,8.84576275352487
766,5.017387704469615
1125,6.147078875296845
140,7.5259231198809315
1556,10.549040921780266
1484,5.493964625231774
1732,3.149534620158474
622,7.368957830223429
1427,8.280813218973405
1605,10.889030310221484
1390,16.216741868216985
1813,5.038729282458882
1265,6.360316923241006
1095,6.063886743589646
1974,7.273509730629495
474,9.160557687429383
1793,6.243572546716415
1678,2.6248957272075537
795,8.74705285382657
1211,4.836013307551308
1006,11.15256935364598
1455,13.643373526981971
601,13.029863936115571
1151,16.858921874235392
1436,9.129198359301675
972,15.41587459023965
728,10.62656546161218
1418,14.495448938429336
776,5.261674342025156
356,12.41677678779811
994,10.159117468673095
636,7.348318041354654
255,13.638794019500722
1032,7.397274915404381
410,13.768435048580711
1405,8.03332741386451
1503,9.383597868660829
876,3.0663238185671844
1981,7.528448851455143
1978,8.170380372953634
1795,4.795950671639744
737,8.272628686026762
1385,11.360690925964288
929,6.732521318350481
328,11.677273337162314
1800,8.25568196343314
1002,3.873825940877568
1586,7.018545272721829
1594,7.138447734649088
1956,7.964577724029027
122,10.747822123469229
1028,2.3896061914513624
1705,6.01739793317488
1557,4.32332770712198
1351,12.508280768145656
314,10.391952052344632
718,14.140172899842838
381,10.822738403277938
1499,4.7194587836795465
405,11.848760252006636
304,8.748410008653106
345,13.83657106346908
347,8.819590277393203
638,5.899668730895666
283,9.900417329017674
1786,6.225271996980212
901,15.247321305229832
733,10.922621057733544
1743,7.833572279631941
1677,6.869368453327924
1243,11.696844151097237
334,7.554599180548108
1232,7.779989932529042
1297,8.203968680679246
703,6.490241095808246
136,5.998149499028184
1785,5.132696479734876
312,6.487383506887975
1056,6.263588758149007
88,11.261754104857216
110,11.125326679698256
380,14.808356271420578
1196,10.269562940547749
1505,6.134315707011644
1958,8.073940412510863
1908,11.18791651252872
1693,4.448003640075979
1625,8.016672406814948
225,4.01429047708819
1938,7.749645059391582
58,6.766468523017316
1990,7.520292148040083
1104,10.516985371021606
616,5.734258450217556
781,10.138235005906138
1525,5.058793020450118
499,7.158149447019598
1140,6.182912551416645
603,8.299896992234428
1496,6.274849044712264
1355,7.292458475639002
975,15.35730093943354
115,6.769839254408811
1472,5.98546218012699
1274,8.269150931258539
977,15.293879777552087
627,9.943109208829878
1271,6.36075705882203
1074,5.00550954016427
1742,5.058305832567626
649,11.050421550784788
1952,3.8416051975361967
1097,11.414603774864112
1073,6.826324014721278
892,11.474897380612042
657,13.801157462514684
1293,5.605431103202269
1987,7.782170949794862
760,4.061526308480031
399,14.665629133516084
1899,7.357273657133126
937,2.966776197775508
1388,14.957743686883331
1533,4.226494714953391
8,9.635963054538898
33,12.631457971273768
95,4.273266356396467
1276,8.912109191752917
898,15.745576646052792
1730,4.807794207406129
1030,7.012801897048856
1723,9.43919011035524
1230,3.4369561059593767
939,9.901890013386
542,4.3040244852695135
1919,4.73515520148033
1112,7.55151832723744
386,5.902315046531351
1815,4.233355365773756
1437,6.631779486805218
79,11.159068747581188
298,8.054477775007648
1461,6.541291107500401
1577,4.84538389729613
1738,5.80639964801985
317,5.374048742798272
1423,6.342050003075233
138,11.149019941620004
1688,7.6656083909515615
1409,12.538589061575642
1296,8.899043754902111
101,7.251102383773594
18,5.438134669239806
1865,7.195757668958892
749,9.967098187226911
513,8.900670623791914
1441,8.715129710955962
1122,8.688312090952637
220,7.889922845260275
519,8.298208331958373
1720,4.755887883497974
935,8.931801332647158
763,4.913654262005656
245,7.625054308977697
240,7.718763729400559
1136,6.808885016620087
100,6.41115923512311
217,6.957674485567213
1810,10.805799193742727
1325,4.226448847357128
55,7.172493451729577
1595,7.444648194816653
1834,4.399172928926592
1198,13.872501168173423
189,7.56562082330597
1187,14.403281728494882
1439,8.14399810617399
1616,9.391781224492057
1458,14.133784418051114
16,9.819669950960892
1161,6.809595779121296
530,5.462667926206644
801,8.161130547260388
1215,7.462740463784452
1975,4.447577501735035
1157,8.34189942072589
1188,14.744394787695544
1261,10.08623906832415
149,11.849534751246878
1116,7.002508044913883
755,5.486657281271507
1893,8.040621767078267
1277,11.316514255430832
1726,6.548364430248356
262,5.072604638941269
1245,6.711658193624594
1939,7.942449613313236
455,2.6824061606550123
1421,6.185882010965759
1481,7.394840240968761
1121,6.099457032076368
1943,6.065757842030083
1391,12.9647123964088
1937,10.57860293362562
1895,8.749621502874817
693,10.580771550835522
834,10.141542624698769
973,15.771134960287243
957,15.84193448633739
303,9.275091010823845
1679,5.946182379014597
1541,4.719567636609863
1714,5.756569525362603
134,6.3895190722445685
889,8.306216739968741
1331,11.989252365860118
529,9.422822472461409
858,5.977403334037113
1133,5.599994479245145
1804,6.972806661564213
292,7.206571820854048
1757,5.3719086016514215
1539,10.039630485428027
587,9.570074555954612
1859,9.45894537336314
117,9.41961269293656
1040,8.155740671759306
1339,9.486799522982796
70,8.82651236506456
841,6.381265401198938
1860,6.847669819606366
332,9.951179997401518
673,6.984837641690072
1755,4.519772514299852
211,4.222532003916432
389,11.95364723243259
1702,4.759690946338664
1488,6.197845099741875
1225,5.286817854126423
1603,9.799150282365034
541,4.494968551050565
1305,7.708331036090823
1042,6.398751791730769
982,14.969731602275075
1526,5.948363943769149
1704,6.591417170518024
817,7.101834582202578
1589,7.969837801484619
1124,4.9568371270625775
1138,3.748106610946236
1781,11.154950372368129
1641,7.462727815499571
1070,12.291901328138788
428,15.604980727307012
489,8.06134189548763
1941,6.616468288375966
1765,7.579420581808154
1626,6.668421001694043
534,7.563677234562247
96,9.105395228106634
1554,9.714416473941371
1011,9.03392177823334
